,amount,club,rnd,state,address,lat,lng,name,types,electorate
299,65000,Semaphore Bowling Club,2,SA,"5 Wills St, Largs Bay SA 5016, Australia",-34.8311138,138.4877015,Semaphore Bowling Club,"point_of_interest,establishment",Port Adelaide
300,200000,Sturt Lions Football Club,2,SA,"West Beach SA 5024, Australia",-34.9456895,138.5120456,Sturt Lions Football Club,"point_of_interest,establishment",Hindmarsh
301,400000,Willunga Recreation Park Orporated (Wrpi),2,SA,"9 Main Rd, Willunga SA 5172, Australia",-35.2707943,138.5537185,Willunga Recreation Park,"point_of_interest,establishment",Mayo
302,127373,Yankalilla Bowling Club,2,SA,"106 Normanville Rd, Yankalilla SA 5203, Australia",-35.4589686,138.3475836,Yankalilla Bowling Club,"point_of_interest,establishment",Mayo
303,499199,Adelaide Hills Council,3,SA,"Adelaide Hills, SA, Australia",-34.9062557,138.8397403,Adelaide Hills,"administrative_area_level_2,political",Mayo
304,372537,Bellevue Heights Tennis Club Orporated,3,SA,"Sargent Parade, Bellevue Heights SA 5050, Australia",-35.0320975,138.5872213,Bellevue Heights Tennis Club,"point_of_interest,establishment",Boothby
305,200000,Blackfriars Old Scholars Football Club,3,SA,"16 Fitzroy Terrace, Fitzroy SA 5082, Australia",-34.8996183,138.5919915,Blackfriars Old Scholars Football Club,"point_of_interest,establishment",Adelaide
306,480000,Eudunda Sporting Club,3,SA,"Argana Park, SA, Australia, Australia",-34.701207,138.683928,Elizabeth Football Club,"point_of_interest,establishment",Wakefield
307,84000,Football Federation Sa Inc,3,SA,"Gate 5, Coopers Stadium, Holden St, Hindmarsh SA 5007, Australia",-34.9077543,138.5679499,Football Federation South Australia,"point_of_interest,establishment",Adelaide
308,382200,Henley Football Club Oorporated,3,SA,"Atkin St, Henley Beach SA 5022, Australia",-34.91966,138.499092,Henley Sharks Football & Netball Club,"point_of_interest,establishment",Hindmarsh
309,40550,North Eastern Sports Shooting Club,3,SA,"Range Rd N, Upper Hermitage SA 5091, Australia",-34.8193231,138.7476671,NESSCI Rifle Range,"point_of_interest,establishment",Makin
310,213387,North Mount Gambier Football Club,3,SA,"Webb St, Mount Gambier SA 5290, Australia",-37.828686,140.7649208,Apollo Soccer Club,"point_of_interest,establishment",Barker
311,500000,Old Collegians Rugby Union Football Club,3,SA,"Tregenza Oval, 5 Booth Ave, Linden Park SA 5065, Australia",-34.9433857,138.6490436,Old Collegians Rugby Union Football Club,"point_of_interest,establishment",Sturt
312,62263,Port District Football Club,3,SA,"1 Woolnough Road, Largs Reserve, Largs Bay SA 5019, Australia",-34.8319424,138.488289,Port District Football Club,"point_of_interest,establishment",Port Adelaide
313,18000,Port Lincoln Tennis Association,3,SA,"Port Lincoln SA 5606, Australia",-34.7190049,135.8539113,Port Lincoln Tennis Association,"point_of_interest,establishment",Grey
314,44310,Port Pirie Basketball Association,3,SA,"53 Grey Terrace, Port Pirie South SA 5540, Australia",-33.189992,138.0127306,Donaldson Basketball Stadium,"point_of_interest,establishment",Grey
315,9812,Price Tennis Club,3,SA,"Corner of Greenhill Rd & Peacock Rd (eastern side in parklands, Unley SA 5061, Australia",-34.9407591,138.6026037,Tennis Seniors South Australia,"point_of_interest,establishment",Adelaide
316,162890,The Adelaide Juventus Sports And Social Club,3,SA,"155 MacKinnon Parade, North Adelaide SA 5006, Australia",-34.9121272,138.6034076,Adelaide University Soccer Club,"point_of_interest,establishment",Adelaide
317,40000,The All Boys All Girls Club Trading As Queenstown Gymnastics,3,SA,"131 Long St, Queenstown SA 5014, Australia",-34.8582111,138.5107337,All Boys and All Girls Club - Queenstown Gymnastics,"gym,health,point_of_interest,establishment",Port Adelaide
318,190000,The Tea Tree Gully Golf Club Orporated,3,SA,"Hamilton Rd, Fairview Park SA 5126, Australia",-34.8029457,138.7271818,Tea Tree Gully Golf Club,"restaurant,food,school,health,point_of_interest,establishment",Makin
319,14120,Toorak Burnside Bowling Club,3,SA,"25 Giles St, Toorak Gardens SA 5065, Australia",-34.9311732,138.6369843,Toorak Burnside Bowling Club,"point_of_interest,establishment",Adelaide
320,409445,Town Of Gawler,3,SA,"Gawler, SA, Australia",-34.6311568,138.7291822,Gawler,"administrative_area_level_2,political",Wakefield
321,54750,West Gambier Football Club Orporated,3,SA,"West Gambier Football Ground, 50 White Ave, Mount Gambier SA 5290, Australia",-37.82740039999999,140.7506198,West Gambier Football Netball Club,"point_of_interest,establishment",Barker
322,192000,Brighton Council,1,TAS,"Brighton, TAS, Australia",-42.7133008,147.2538994,Brighton,"administrative_area_level_2,political",Lyons
323,385000,Devonport City Soccer Club (Dcsc),1,TAS,"Lawrence Dr & Lovett St, Devonport TAS 7310, Australia",-41.1849974,146.3371611,Devonport City Soccer Club,"point_of_interest,establishment",Braddon
324,65238,Huon Valley Police And Community Youth Club,1,TAS,"40-72 Wilmot Rd, Huonville TAS 7109, Australia",-43.024646,147.047408,Huon Valley PCYC,"gym,health,point_of_interest,establishment",Franklin
325,112952,Kingborough Council,1,TAS,"Kingborough, TAS, Australia",-43.1020496,147.230586,Kingborough,"administrative_area_level_2,political",Franklin
326,11680,Leven Yacht Club,1,TAS,"3 Dial St, Ulverstone TAS 7315, Australia",-41.15359979999999,146.1695945,Leven Yacht Club,"point_of_interest,establishment",Braddon
327,50000,Meander Valley Council,1,TAS,"Meander Valley, TAS, Australia",-41.6170967,146.6953592,Meander Valley,"administrative_area_level_2,political",Lyons
328,54135,Oatlands Golf Club,1,TAS,"94 Bettington Rd, Oatlands NSW 2117, Australia",-33.7941645,151.0283245,Oatlands Golf Club,"point_of_interest,establishment",Parramatta
329,500000,Tennis Tasmania,1,TAS,"2 Davies Ave, Queens Domain TAS 7000, Australia",-42.8737803,147.3293128,Domain Tennis Centre,"point_of_interest,establishment",Denison
330,200000,Clarence City Council,2,TAS,"Clarence City, TAS, Australia",-42.8462422,147.4228824,Clarence City,"administrative_area_level_2,political",Franklin
331,100000,Latrobe Council,2,TAS,"Latrobe, TAS, Australia",-41.239641,146.5953745,Latrobe,"administrative_area_level_2,political",Lyons
332,15500,Ouse Country Club,2,TAS,"9 Tor hill road (121.02 km) 7140, Tor Hill Rd, Ouse TAS 7140, Australia",-42.484361,146.7166148,Ouse Community Country Club,"point_of_interest,establishment",Lyons
333,58810,Riding For The Disabled Association Kalang,2,TAS,"500 Kalang Ave, Glenorchy TAS 7010, Australia",-42.8604101,147.2704463,Riding for The Disabled Association of Kalang Inc.,"point_of_interest,establishment",Denison
334,98500,Scottsdale Football Club,2,TAS,"5 Rose St, Scottsdale TAS 7260, Australia",-41.155632,147.51197,Scottsdale Football Club Inc.,"point_of_interest,establishment",Bass
335,32917,St Anne'S Cricket Club,2,TAS,"85 Cadbury Rd, Claremont TAS 7011, Australia",-42.7909165,147.2636879,St Anne's Cricket Club Inc,"point_of_interest,establishment",Denison
336,50000,Tasmanian Rugby Union,2,TAS,"Sandy Bay TAS 7005, Australia",-42.9008456,147.3294102,University of Tasmania Rugby Union Football Club,"point_of_interest,establishment",Denison
337,200000,Dover Rsl Bowls Club,3,TAS,"7117/16 Chapman Ave, Dover TAS 7117, Australia",-43.315506,147.0169525,Dover RSL Club,"restaurant,food,point_of_interest,establishment",Franklin
338,57500,Glenorchy Rodman Bowls & Community Club,3,TAS,"7 Innes St, Glenorchy TAS 7010, Australia",-42.830563,147.271106,Rodman Bowls Club,"point_of_interest,establishment",Denison
339,41755,Hockey Tasmania,3,TAS,"19 Bell St, New Town TAS 7008, Australia",-42.8544471,147.3137916,Hockey Tasmania,"point_of_interest,establishment",Denison
340,11000,Newstead Tennis & Squash Centre,3,TAS,"49-63 Olive St, Newstead TAS 7250, Australia",-41.438825,147.160715,Newstead Tennis & Squash Centre - 24/7 Member Access,"point_of_interest,establishment",Bass
341,337500,Tasman Council,3,TAS,"Tasman, TAS, Australia",-43.0841311,147.7995258,Tasman,"administrative_area_level_2,political",Lyons
342,101400,Trevallyn Cricket Club,3,TAS,"Trevallyn TAS 7250, Australia",-41.436612,147.1154821,Trevallyn Cricket Club,"point_of_interest,establishment",Bass
343,210000,Ulverstone Soccer Club,3,TAS,"1-3 Victoria St, Ulverstone TAS 7315, Australia",-41.1521429,146.1748187,Ulverstone Football Club,"point_of_interest,establishment",Braddon
344,235000,Westbury Bowling Club,3,TAS,"9 Franklin St, Westbury TAS 7303, Australia",-41.5255027,146.8365374,Westbury Bowls Club,"point_of_interest,establishment",Lyons
345,16000,Wynyard Golf Club,3,TAS,"Wynyard TAS 7325, Australia",-40.9846885,145.7340858,Wynyard Golf Club,"point_of_interest,establishment",Braddon
346,90000,Aspendale Tennis Club,1,VIC,"Sixth Ave, Aspendale VIC 3195, Australia",-38.0312018,145.1080017,Aspendale Tennis Club,"point_of_interest,establishment",Isaacs
347,45000,Axedale Golf Club,1,VIC,"75 Mitchell St, Axedale VIC 3551, Australia",-36.791355,144.499257,Axedale Golf Club,"point_of_interest,establishment",Bendigo
348,50000,Banyule City Council,1,VIC,"Banyule, VIC, Australia",-37.7314254,145.082419,Banyule,"administrative_area_level_2,political",Jagajaga
349,370000,Barwon Heads Football And Netball Club,1,VIC,"Bluff Rd, Barwon Heads VIC 3227, Australia",-38.287606,144.495018,Barwon Heads Football & Netball Club,"point_of_interest,establishment",Corangamite
350,45000,Baw Baw Shire Council,1,VIC,"Civic Pl, Warragul VIC 3820, Australia",-38.15898869999999,145.9330295,Baw Baw Shire Council,"point_of_interest,establishment",McMillan
351,190000,Boronia Hawks Football Netball Club,1,VIC,"Reserve, Tormore, Tormore Rd, Boronia VIC 3155, Australia",-37.859268,145.2791838,Boronia Hawks Football Netball Club,"point_of_interest,establishment",Aston
352,344826,Brimbank City Council,1,VIC,"301 Hampshire Rd, Sunshine VIC 3020, Australia",-37.7830303,144.832184,Brimbank City Council,"point_of_interest,establishment",Gellibrand
353,170149,Cairnlea Fc Sports Club,1,VIC,"Kevin Flint Reserve, 142A Furlong Rd, Cairnlea VIC 3023, Australia",-37.7591983,144.7933383,Cairnlea FC,"point_of_interest,establishment",Gorton
354,10520,Camberwell Junior Football Club,1,VIC,"Camberwell Sports Ground, 420 Camberwell Road, Camberwell VIC 3124, Australia",-37.836699,145.062757,Old Scotch Football Club,"point_of_interest,establishment",Kooyong
355,113010,Cardinia Shire Council,1,VIC,"20 Siding Ave, Officer VIC 3809, Australia",-38.065571,145.413175,Cardinia Shire Council,"local_government_office,point_of_interest,establishment",La Trobe
356,200000,City Of Casey,1,VIC,"Casey, VIC, Australia",-38.1105316,145.2922335,Casey,"administrative_area_level_2,political",Holt
357,150000,City Of Greater Bendigo,1,VIC,"Greater Bendigo, VIC, Australia",-36.7948261,144.3467152,Greater Bendigo,"administrative_area_level_2,political",Bendigo
358,20000,City Of Greater Dandenong,1,VIC,"Greater Dandenong, VIC, Australia",-38.00611079999999,145.2038278,Greater Dandenong,"administrative_area_level_2,political",Isaacs
359,20000,City Of Greater Dandenong,1,VIC,"Greater Dandenong, VIC, Australia",-38.00611079999999,145.2038278,Greater Dandenong,"administrative_area_level_2,political",Isaacs
360,200000,Darebin City Council,1,VIC,"Darebin, VIC, Australia",-37.727768,145.016269,Darebin,"administrative_area_level_2,political",Batman
361,150000,Darley Football Netball Club,1,VIC,"Fitzroy St & Grey ST, Darley VIC 3340, Australia",-37.658022,144.4413957,Darley Park,"park,point_of_interest,establishment",Ballarat
362,45000,Doutta Galla Tennis Club,1,VIC,"19 Royal Ave, Essendon North VIC 3041, Australia",-37.738682,144.903972,Doutta Galla Tennis Club,"point_of_interest,establishment",Maribyrnong
363,9086,East Coburg Tennis Club,1,VIC,"45 Pentridge Blvd, Coburg VIC 3058, Australia",-37.7413271,144.972326,Coburg East Tennis Club,"school,health,point_of_interest,establishment",Wills
364,44886,Edenhope Golf Club,1,VIC,"Edenhope VIC 3318, Australia",-37.03356100000001,141.2833173,Edenhope Golf Club,"point_of_interest,establishment",Mallee
365,45000,Eildon Golf Club,1,VIC,"Eildon VIC 3713, Australia",-37.2565019,145.9006688,Eildon Golf Club,"point_of_interest,establishment",Indi
366,66000,Euroa Golf Club,1,VIC,"Euroa VIC 3666, Australia",-36.7670468,145.5621217,Euroa Golf Club,"point_of_interest,establishment",Murray
367,55000,Friends Of Elcho Park Equestrian Centre,1,VIC,"185 Elcho Rd, Lara VIC 3213, Australia",-38.0291054,144.3559316,Elcho Park Equestrian Centre,"point_of_interest,establishment",Corio
368,14000,Geelong Cement Bowls Club,1,VIC,"200 McCurdy Rd, Herne Hill VIC 3218, Australia",-38.140448,144.3172773,Geelong Cement Bowls Club,"point_of_interest,establishment",Corio
369,29800,Gisborne Soccer Club,1,VIC,"Robertson St, Gisborne VIC 3437, Australia",-37.4837851,144.5826987,Gisborne Soccer Club,"point_of_interest,establishment",McEwen
370,106000,Glen Eira,1,VIC,"Glen Eira, VIC, Australia",-37.9034811,145.0383133,Glen Eira,"administrative_area_level_2,political",Goldstein
371,213675,Glen Eira,1,VIC,"Glen Eira, VIC, Australia",-37.9034811,145.0383133,Glen Eira,"administrative_area_level_2,political",Goldstein
372,38500,Goulburn Valley Hockey Association,1,VIC,"Curzon St, Bellfield VIC 3081, Australia",-37.755488,145.0336102,Yarra Valley Hockey Club,"point_of_interest,establishment",Jagajaga
373,24182,Greensborough Tennis Club,1,VIC,"Greensborough Highway trail, Greensborough VIC 3088, Australia",-37.7007824,145.1056808,Greensborough Tennis Club,"point_of_interest,establishment",Jagajaga
374,5960,Hallam Tennis Club,1,VIC,"118 Frawley Rd, Hallam VIC 3803, Australia",-38.00132,145.2685261,Hallam Tennis Club,"point_of_interest,establishment",Holt
375,39000,Healesville Tennis Club,1,VIC,"Queen’s Park Reserve, Don Road, Healesville VIC 3777, Australia",-37.653556,145.5221259,Healesville Tennis Club,"point_of_interest,establishment",Casey
376,170000,Hobsons Bay City Council,1,VIC,"Hobsons Bay, VIC, Australia",-37.8360799,144.8401227,Hobsons Bay,"administrative_area_level_2,political",Gellibrand
377,358590,Lakes Entrance Football Netball Club,1,VIC,"Lakes Entrance VIC 3909, Australia",-37.8716071,148.0031605,Lakes Entrance Croquet Club,"point_of_interest,establishment",Gippsland
378,163491,Langwarrin Tennis Club,1,VIC,"Lloyd Park, On Frankston/Cranbourne Road, Langwarrin VIC 3910, Australia",-38.1498483,145.1892132,Langwarrin Tennis Club,"point_of_interest,establishment",Dunkley
379,44760,Maidstone Tennis Club,1,VIC,"16-18 Thomson St, Maidstone VIC 3012, Australia",-37.788428,144.8755316,Maidstone Tennis Club,"point_of_interest,establishment",Gellibrand
380,500000,Maroondah City Council,1,VIC,"Maroondah, VIC, Australia",-37.80966,145.2590707,Maroondah,"administrative_area_level_2,political",Deakin
381,47560,Mentone Pony Club,1,VIC,"1 Learmonth Rd, Patterson Lakes VIC 3197, Australia",-38.0727467,145.1548527,Mentone Pony Club,"point_of_interest,establishment",Isaacs
382,50000,Montrose Tennis Club,1,VIC,"Montrose Tennis Club, Montrose VIC 3765, Australia",-37.8117158,145.3448537,Montrose Tennis Club,"premise,point_of_interest,establishment",Casey
383,15260,Mordialloc Sailing Club,1,VIC,"12 Bowman St, Aspendale VIC 3195, Australia",-38.0104308,145.0857878,Mordialloc Sailing Club,"point_of_interest,establishment",Isaacs
384,170000,Nillumbik Shire Council,1,VIC,"34 Civic Dr, Greensborough VIC 3088, Australia",-37.689187,145.108699,Nillumbik Shire Council,"point_of_interest,establishment",Scullin
385,59437,Noble Park Bowls Club,1,VIC,"46-56 Moodemere St, Noble Park VIC 3174, Australia",-37.9775757,145.168414,Noble Park Bowls Club,"point_of_interest,establishment",Isaacs
386,20000,Old Mentonians Hockey Club Trading As Mentone Hockey Club,1,VIC,"732-742 Springvale Rd, Braeside VIC 3195, Australia",-37.996999,145.143149,Mentone Hockey Club,"point_of_interest,establishment",Isaacs
387,500000,Pakenham Football Club,1,VIC,"Olympic Way, Pakenham VIC 3810, Australia",-38.0647227,145.4601324,Pakenham Football Club,"point_of_interest,establishment",McMillan
388,102572,Phillip Island District Cricket Club,1,VIC,"8 Church St, Cowes VIC 3922, Australia",-38.4514495,145.24632,Phillip Island Football Club,"restaurant,food,point_of_interest,establishment",Flinders
389,15440,Phillip Island Tennis Club,1,VIC,"40 Dunsmore Rd, Cowes VIC 3922, Australia",-38.45387059999999,145.2487476,Phillip Island Bowls Club,"point_of_interest,establishment",Flinders
390,50000,Port Fairy Surf Life Saving Club,1,VIC,"4 Hughes Ave, Port Fairy VIC 3284, Australia",-38.3798077,142.2429938,Port Fairy Surf Lifesaving Club,"point_of_interest,establishment",Wannon
391,38061,Pyrenees Shire Council,1,VIC,"Pyrenees, VIC, Australia",-37.3879637,143.4770359,Pyrenees,"administrative_area_level_2,political",Wannon
392,15726,Riddells Creek Tennis Club Orporated,1,VIC,"Recreation Reserve,, 26/LOT 32 Sutherlands Rd, Riddells Creek VIC 3431, Australia",-37.4616607,144.6821192,Riddells Creek Tennis Club,"point_of_interest,establishment",McEwen
393,11900,Riding For The Disabled Viewbank,1,VIC,"400 Epsom Rd, Flemington VIC 3031, Australia",-37.784485,144.9178961,RDA Victoria,"travel_agency,point_of_interest,establishment",Melbourne
394,49274,Sanctuary Lakes Club,1,VIC,"70 Greg Norman Dr, Point Cook VIC 3030, Australia",-37.8959529,144.7627462,Sanctuary Lakes Golf Club,"point_of_interest,establishment",Lalor
395,100000,Schramms Sports Club,1,VIC,"Schramms Reserve, 2-50 J J Tully Dr, Doncaster VIC 3108, Australia",-37.7844109,145.1332906,Doncaster Football Club,"point_of_interest,establishment",Menzies
396,15000,South Camberwell Tennis Club,1,VIC,"332 Burke Rd, Glen Iris VIC 3146, Australia",-37.8503412,145.0535581,South Camberwell Tennis Club,"point_of_interest,establishment",Higgins
397,31500,South Hawthorn Tennis Club,1,VIC,"Anderson Rd, Hawthorn East VIC 3123, Australia",-37.8411846,145.0502014,South Hawthorn Tennis Club,"point_of_interest,establishment",Kooyong
398,115000,Strathmore Sports Club,1,VIC,"5 Mascoma St, Strathmore VIC 3041, Australia",-37.7281798,144.921748,Strathmore Football Club,"point_of_interest,establishment",Wills
399,23000,Talbot Football Netball Club,1,VIC,"Shaws Rd, Werribee VIC 3030, Australia",-37.88645,144.650183,Werribee Centrals Sports Club - Werribee Centrals Football and Netball Club,"point_of_interest,establishment",Lalor
400,50000,Yarra Ranges Shire Council,1,VIC,"Yarra Ranges, VIC, Australia",-37.7450808,145.7133909,Yarra Ranges,"administrative_area_level_2,political",Casey
401,77241,Yarrawonga Lawn Tennis Club Orporated,1,VIC,"Burley Rd & Piper St, Yarrawonga VIC 3730, Australia",-36.0116576,145.9966235,Yarrawonga Lawn Tennis Club,"point_of_interest,establishment",Murray
402,125000,Ballarat Golf Club,2,VIC,"1800 Sturt St, Ballarat VIC 3355, Australia",-37.5470246,143.8015038,Ballarat Golf Club,"bar,restaurant,food,point_of_interest,establishment",Ballarat
403,23076,Ballarat Lawn Tennis Club,2,VIC,"497 Dowling St, Wendouree VIC 3355, Australia",-37.5265952,143.8425261,Ballarat Regional Tennis Centre,"point_of_interest,establishment",Ballarat
404,179000,Berwick Bowling Club,2,VIC,"Edwin Flack Reserve, Manuka Rd, Berwick VIC 3806, Australia",-38.0275838,145.3628434,Berwick Bowling Club,"point_of_interest,establishment",La Trobe
405,50000,Bittern Tennis Club,2,VIC,"38 Creswell Rd, Bittern VIC 3918, Australia",-38.3398472,145.1692713,Bittern Tennis Club,"point_of_interest,establishment",Flinders
406,38877,Blackburn Calisthenics,2,VIC,"2/613 Whitehorse Rd, Mitcham VIC 3132, Australia",-37.8149216,145.2033302,Blackburn Calisthenic College,"point_of_interest,establishment",Deakin
407,42468,Boneo Tennis Club Orporated,2,VIC,"570 Boneo Rd, Boneo VIC 3939, Australia",-38.4112658,144.887222,Boneo Tennis Club,"point_of_interest,establishment",Flinders
408,50000,Bundoora Tennis Club,2,VIC,"145A Greenwood Dr, Bundoora VIC 3083, Australia",-37.7047829,145.0639712,Bundoora Tennis Club,"point_of_interest,establishment",Jagajaga
409,59600,Buninyong Community Tennis Club,2,VIC,"Buninyong VIC 3357, Australia",-37.6492023,143.8883552,Buninyong Tennis Centre,"point_of_interest,establishment",Ballarat
410,8000,Bunyip Tennis Club,2,VIC,"80 Nar Nar Goon - Longwarry Rd, Bunyip VIC 3815, Australia",-38.0993737,145.7190849,Bunyip Football Club,"point_of_interest,establishment",McMillan
411,112300,Castlemaine Lawn Tennis Club,2,VIC,"Castlemaine Lawn Tennis Club, Castlemaine VIC 3450, Australia",-37.0680571,144.2202502,Castlemaine Lawn Tennis Club,"premise,establishment",Bendigo
412,113556,Central Goldfields Shire Council,2,VIC,"12-22 Nolan St, Maryborough VIC 3465, Australia",-37.0509602,143.740541,Central Goldfields Shire Council,"point_of_interest,establishment",Wannon
413,11610,Charlton Cricket Club Orporated,2,VIC,"92 High St, Charlton VIC 3525, Australia",-36.27040909999999,143.3520042,Cricket Club Hotel,"lodging,point_of_interest,establishment",Mallee
414,219300,Eaglehawk Soccer Club,2,VIC,"5 Murdock St, California Gully VIC 3556, Australia",-36.7302655,144.2556371,Eaglehawk soccer club,"gym,health,point_of_interest,establishment",Bendigo
415,38750,East Doncaster Cricket Club,2,VIC,"Saxonwood Dr, Doncaster East VIC 3109, Australia",-37.77822829999999,145.1611304,East Doncaster Cricket Club,"point_of_interest,establishment",Menzies
416,500000,East Shepparton Bowls Club,2,VIC,"2 Zurcas Ln, Shepparton VIC 3630, Australia",-36.3889328,145.426879,East Shepparton Bowls Club,"point_of_interest,establishment",Murray
417,157245,Fitzroy Football Club (Incorporating The Fitzroy Reds),2,VIC,"74/76 Freeman St, Fitzroy North VIC 3068, Australia",-37.788989,144.981219,Brunswick Street Oval - Home of the Fitzroy Football Club (incorp. Fitzroy Reds),"point_of_interest,establishment",Melbourne
418,96850,Footscray Park Bowling Club,2,VIC,"1 Hoadley Ct, Footscray VIC 3011, Australia",-37.7925964,144.8968915,Footscray Park Bowling Club,"point_of_interest,establishment",Gellibrand
419,499000,Frankston City Council,2,VIC,"Frankston, VIC, Australia",-38.140391,145.1596592,Frankston,"administrative_area_level_2,political",Dunkley
420,19711,Frankston Dolphins Junior Football Club,2,VIC,"179 Overport Rd, Frankston South VIC 3199, Australia",-38.1832047,145.1212371,Frankston Dolphins Junior Football Club,"point_of_interest,establishment",Dunkley
421,396850,Glen Eira Amateur Football Club,2,VIC,"Glen Huntly Rd & St Kilda St, Elsternwick VIC 3185, Australia",-37.8842323,144.9929824,Victorian Amateur Football Association,"point_of_interest,establishment",Goldstein
422,500000,Golden Plains Shire Council,2,VIC,"2 Pope St, Bannockburn VIC 3331, Australia",-38.0506024,144.1730475,Golden Plains Shire Council,"point_of_interest,establishment",Corangamite
423,92450,Kew Little Athletics,2,VIC,"Athletics House, 31 Aughtie Dr, Albert Park VIC 3206, Australia",-37.8410688,144.9647271,Little Athletics Victoria,"point_of_interest,establishment",Melbourne Ports
424,15075,Lakeside Sailing Club Pakenham,2,VIC,"48 Cormorant Parade, Pakenham VIC 3810, Australia",-38.0669596,145.4474515,Lakeside Sailing Club - Pakenham,"point_of_interest,establishment",McMillan
425,19907,Leitchville Bowls Club,2,VIC,"Leitchville Bowls Club, Leitchville VIC 3567, Australia",-35.9043179,144.3001849,Leitchville Bowls Club,"premise,point_of_interest,establishment",Mallee
426,50000,Leongatha And District Netball Association,2,VIC,"54A Roughead St, Leongatha VIC 3953, Australia",-38.4692364,145.9474637,Leongatha Football Netball Club,"point_of_interest,establishment",McMillan
427,3995,Longwarry Cricket Club,2,VIC,"940 Murray Rd, Iona VIC 3815, Australia",-38.1359909,145.6948722,Iona Cricket Club,"point_of_interest,establishment",McMillan
428,105000,Maroondah City Council,2,VIC,"Maroondah, VIC, Australia",-37.80966,145.2590707,Maroondah,"administrative_area_level_2,political",Deakin
429,147000,Mccrae Yacht Club,2,VIC,"690 Point Nepean Rd, McCrae VIC 3938, Australia",-38.3481581,144.927311,McCrae Yacht Club,"point_of_interest,establishment",Flinders
430,29800,Mentone Pony Club,2,VIC,"1 Learmonth Rd, Patterson Lakes VIC 3197, Australia",-38.0727467,145.1548527,Mentone Pony Club,"point_of_interest,establishment",Isaacs
431,8700,Mildura West Cricket Club,2,VIC,"456 Eleventh St, Mildura VIC 3500, Australia",-34.1755491,142.1374692,Mildura West Cricket Club,"point_of_interest,establishment",Mallee
432,200000,Mitchell Shire Council,2,VIC,"113 High St, Broadford VIC 3658, Australia",-37.2031246,145.048943,Mitchell Shire Council,"point_of_interest,establishment",McEwen
433,50000,Moe Bowling Club,2,VIC,"Moe Bowling Club, Moe VIC 3825, Australia",-38.1764104,146.2574824,Moe Bowling Club,"premise,point_of_interest,establishment",McMillan
434,200000,Monash City Council,2,VIC,"293 Springvale Rd, Glen Waverley VIC 3150, Australia",-37.8821736,145.1647521,Monash City Council,"local_government_office,point_of_interest,establishment",Bruce
435,200000,Montrose Cricket Club,2,VIC,"Montrose Recreation Reserve,, 950 Mount Dandenong Tourist Rd, Montrose VIC 3765, Australia",-37.8126761,145.3436959,Montrose Football Club,"point_of_interest,establishment",Casey
436,50000,Moonee Ponds Bowling Club,2,VIC,"776 Mt Alexander Rd,, Moonee Ponds VIC 3039, Australia",-37.7626554,144.9227538,Moonee Ponds Bowling Club,"point_of_interest,establishment",Maribyrnong
437,48000,Moreland City Council,2,VIC,"Moreland, VIC, Australia",-37.7240653,144.9501708,Moreland,"administrative_area_level_2,political",Wills
438,38000,Moreland City Council,2,VIC,"Moreland, VIC, Australia",-37.7240653,144.9501708,Moreland,"administrative_area_level_2,political",Wills
439,43231,Murrumbeena Tennis Club,2,VIC,"Murrumbeena Tennis Club, Murrumbeena VIC 3163, Australia",-37.8924627,145.070615,Murrumbeena Tennis Club,"premise,point_of_interest,establishment",Hotham
440,5500,Napoleons Sebastopol Cricket Club,2,VIC,"Eastern Oval Adminstration Building,, 1 Ebden Street, Ballarat VIC 3350, Australia",-37.558312,143.862753,Ballarat Cricket Association,"point_of_interest,establishment",Ballarat
441,390000,Narre Warren Bowls Club,2,VIC,"1 Magid Dr, Narre Warren VIC 3805, Australia",-38.016823,145.299553,Narre Warren Bowls Club,"point_of_interest,establishment",Holt
442,170000,Nillumbik Shire Council,2,VIC,"34 Civic Dr, Greensborough VIC 3088, Australia",-37.689187,145.108699,Nillumbik Shire Council,"point_of_interest,establishment",Scullin
443,39085,Officer Tennis Club,2,VIC,"55 Old Princes Highway, Beaconsfield VIC 3807, Australia",-38.0417973,145.3671892,Beaconsfield Tennis Club,"point_of_interest,establishment",La Trobe
444,25000,Outtrim Moyarra Kongwak Cricket Club,2,VIC,"48 Korumburra Rd, Wonthaggi VIC 3995, Australia",-38.6007906,145.5963677,Wonthaggi Cricket Club,"point_of_interest,establishment",McMillan
445,50000,Pakenham & District Golf Club,2,VIC,"Pakenham And District Golf Club, Pakenham VIC 3810, Australia",-38.0723305,145.5068861,Pakenham And District Golf Club,"premise,point_of_interest,establishment",McMillan
446,74755,Pakenham Upper Tennis Club,2,VIC,"781 -783 Pakenham Rd, Pakenham Upper VIC 3810, Australia",-38.0162409,145.5085659,Pakenham Upper Toomuc Cricket Club,"point_of_interest,establishment",McMillan
447,90000,Portarlington Golf Club,2,VIC,"130 Hood Rd, Portarlington VIC 3223, Australia",-38.1236131,144.6700899,Portarlington Golf Club,"point_of_interest,establishment",Corio
448,50000,Red Cliffs Golf Club,2,VIC,"274 Twenty Second St, Red Cliffs VIC 3498, Australia",-34.2699166,142.1654064,Red Cliffs Golf Club 19th Hole,"point_of_interest,establishment",Mallee
449,9000,Richmond Union Cricket Club,2,VIC,"197 Church St, Richmond North VIC 3121, Australia",-37.8164375,145.0014468,Richmond Union Cricket Club,"point_of_interest,establishment",Melbourne
